city,state_id,state_name,county_name,lat,lng,zips,id
Milledgeville,GA,Georgia,Baldwin,33.0874,-83.2414,31062 31061 31059,1840015611
Mount Zion,GA,Georgia,Carroll,33.6409,-85.1801,30182 30117 30150,1840015644
Carrollton,GA,Georgia,Carroll,33.5818,-85.0837,30118 30116 30117 30109 30112,1840014304
Whitemarsh Island,GA,Georgia,Chatham,32.0304,-81.0109,31410,1840111304
Rebecca,GA,Georgia,Turner,31.8072,-83.4875,31783,1840014167
Alpharetta,GA,Georgia,Fulton,34.0703,-84.2738,30022 30004 30005 30009 30023,1840013655
Jenkinsburg,GA,Georgia,Butts,33.3225,-84.0388,30234,1840015438
Yatesville,GA,Georgia,Upson,32.9133,-84.1423,31097,1840014300
Carl,GA,Georgia,Barrow,34.0046,-83.8128,30011 30680,1840016442
Skidaway Island,GA,Georgia,Chatham,31.9372,-81.0449,31411,1840111155
Glenwood,GA,Georgia,Wheeler,32.1805,-82.6709,30428,1840013810
Mount Airy,GA,Georgia,Habersham,34.5221,-83.4976,30563 30531,1840015635
Avondale Estates,GA,Georgia,DeKalb,33.7699,-84.2648,30002,1840014868
Andersonville,GA,Georgia,Sumter,32.1965,-84.1454,31711,1840016337
Dudley,GA,Georgia,Laurens,32.5321,-83.0805,31022,1840016547
Dock Junction,GA,Georgia,Glynn,31.2031,-81.5156,31523 31520,1840110757
Chattanooga Valley,GA,Georgia,Walker,34.9241,-85.3431,30741 30725,1840111072
Baxley,GA,Georgia,Appling,31.7642,-82.3508,31513 31515,1840014888
Howard,GA,Georgia,Taylor,32.5982,-84.3786,31039 31812,1840117124
Lakeview,GA,Georgia,Catoosa,34.9777,-85.2539,30741,1840111375
Jasper,GA,Georgia,Pickens,34.4709,-84.4496,30143 30175,1840013851
Remerton,GA,Georgia,Lowndes,30.8441,-83.3085,31602 31601,1840015883
Warwick,GA,Georgia,Worth,31.8298,-83.9206,31796,1840016186
Snellville,GA,Georgia,Gwinnett,33.8561,-84.0038,30078,1840016266
Crawford,GA,Georgia,Oglethorpe,33.8830,-83.1552,30630,1840016500
Euharlee,GA,Georgia,Bartow,34.1441,-84.9327,30145 30120,1840013781
Arabi,GA,Georgia,Crisp,31.8282,-83.7302,31712,1840014848
Salem,GA,Georgia,Upson,32.7588,-84.1933,31016,1840111117
Bishop,GA,Georgia,Oconee,33.8171,-83.4372,30621,1840013695
Bremen,GA,Georgia,Haralson,33.7086,-85.1498,30182 30110,1840016410
Robins AFB,GA,Georgia,Houston,32.6092,-83.5846,31098,1840111622
Hazlehurst,GA,Georgia,Jeff Davis,31.8651,-82.5994,31539,1840013825
Bowersville,GA,Georgia,Hart,34.3730,-83.0838,30516,1840014948
Satilla,GA,Georgia,Jeff Davis,31.7921,-82.5640,31539,1840117131
Nelson,GA,Georgia,Pickens,34.3790,-84.3708,30177 30107 30151,1840014015
Griffin,GA,Georgia,Spalding,33.2418,-84.2747,30224 30223 30212,1840016623
Coolidge,GA,Georgia,Thomas,31.0113,-83.8660,31738,1840015075
Wilmington Island,GA,Georgia,Chatham,32.0036,-80.9752,31410,1840111313
Whitesburg,GA,Georgia,Carroll,33.4928,-84.9137,30185,1840014292
Moreland,GA,Georgia,Coweta,33.2861,-84.7699,30259,1840016683
McDonough,GA,Georgia,Henry,33.4399,-84.1508,30253 30252,1840013906
Davisboro,GA,Georgia,Washington,32.9826,-82.6031,31018,1840016523
Alma,GA,Georgia,Bacon,31.5432,-82.4745,31510,1840013652
Tifton,GA,Georgia,Tift,31.4625,-83.5205,31793 31794,1840014268
Homerville,GA,Georgia,Clinch,31.0385,-82.7420,31634,1840016658
Warrenton,GA,Georgia,Warren,33.4067,-82.6653,30828,1840016183
Cornelia,GA,Georgia,Habersham,34.5169,-83.5310,30531,1840016495
Donalsonville,GA,Georgia,Seminole,31.0404,-84.8792,39845,1840015136
Greenville,GA,Georgia,Meriwether,33.0322,-84.7162,30222,1840016621
Woodbury,GA,Georgia,Meriwether,32.9848,-84.5821,30293,1840016236
Summerville,GA,Georgia,Chattooga,34.4788,-85.3491,30747,1840016060
Tallulah Falls,GA,Georgia,Habersham,34.7258,-83.3816,30523 30573 30552,1840016076
Clarkston,GA,Georgia,DeKalb,33.8117,-84.2405,30079 30021,1840015051
Molena,GA,Georgia,Pike,33.0118,-84.5002,30258,1840013951
North High Shoals,GA,Georgia,Oconee,33.8273,-83.5015,30621 30645,1840108238
Reed Creek,GA,Georgia,Hart,34.4395,-82.9103,30643,1840111607
College Park,GA,Georgia,Fulton,33.6364,-84.4640,30337 30349 30272,1840015067
Good Hope,GA,Georgia,Walton,33.7850,-83.6094,30641,1840013815
Gumlog,GA,Georgia,Franklin,34.4953,-83.0975,30553 30557,1840110884
Heron Bay,GA,Georgia,Henry,33.3393,-84.1922,30248,1840114877
Lawrenceville,GA,Georgia,Gwinnett,33.9525,-83.9928,30046 30049,1840013868
Cadwell,GA,Georgia,Laurens,32.3396,-83.0420,31009,1840014991
Leary,GA,Georgia,Calhoun,31.4847,-84.5133,39862,1840015495
Morgan,GA,Georgia,Calhoun,31.5381,-84.6033,39866,1840013953
Sylvester,GA,Georgia,Worth,31.5300,-83.8338,31791,1840016746
Smithville,GA,Georgia,Lee,31.9013,-84.2552,31787,1840016730
Grovetown,GA,Georgia,Columbia,33.4504,-82.2073,30813,1840016625
Luthersville,GA,Georgia,Meriwether,33.2096,-84.7442,30251,1840013889
Blue Ridge,GA,Georgia,Fannin,34.8666,-84.3218,30513,1840014939
Mendes,GA,Georgia,Tattnall,31.9953,-81.9709,30427,1840117126
Valdosta,GA,Georgia,Lowndes,30.8502,-83.2788,31698 31602 31601 31605 31603 31604,1840014277
Register,GA,Georgia,Bulloch,32.3657,-81.8844,30452,1840015877
Argyle,GA,Georgia,Clinch,31.0732,-82.6489,31634 31623,1840016342
Dunwoody,GA,Georgia,DeKalb,33.9418,-84.3122,30338 30346 30360 30356 31146,1840014310
Eton,GA,Georgia,Murray,34.8282,-84.7657,30705 30724,1840015200
Bowdon,GA,Georgia,Carroll,33.5378,-85.2540,30108,1840016401
Sunset Village,GA,Georgia,Upson,32.8947,-84.4057,30286,1840111200
Pine Lake,GA,Georgia,DeKalb,33.7904,-84.2060,30072 30083,1840015796
Kennesaw,GA,Georgia,Cobb,34.0262,-84.6177,30152 30144 30156 30160 31144,1840013857
Lincoln Park,GA,Georgia,Upson,32.8675,-84.3349,30286,1840111394
Iron City,GA,Georgia,Seminole,31.0136,-84.8134,39859,1840015422
Moultrie,GA,Georgia,Colquitt,31.1591,-83.7708,31768 31788 31776,1840015634
East Point,GA,Georgia,Fulton,33.6696,-84.4700,30344 30349 30364 30385,1840015166
West Point,GA,Georgia,Troup,32.8937,-85.1453,30240 31833,1840016199
Perry,GA,Georgia,Houston,32.4718,-83.7280,31069,1840014101
Haralson,GA,Georgia,Coweta,33.2285,-84.5690,30276 30229,1840016634
Douglas,GA,Georgia,Coffee,31.5065,-82.8543,31533 31535 31534,1840013772
Redan,GA,Georgia,DeKalb,33.7393,-84.1644,30058 30088 30074,1840111604
Carnesville,GA,Georgia,Franklin,34.3723,-83.2336,30521,1840013724
Barnesville,GA,Georgia,Lamar,33.0508,-84.1527,30204,1840014878
Daisy,GA,Georgia,Evans,32.1510,-81.8362,30423 30417,1840016514
Newington,GA,Georgia,Screven,32.5887,-81.5062,30446,1840015685
Moody AFB,GA,Georgia,Lowndes,30.9715,-83.1954,31699 31605,1840111462
Arlington,GA,Georgia,Calhoun,31.4383,-84.7253,39813,1840013663
North Decatur,GA,Georgia,DeKalb,33.8073,-84.2889,30033,1840111499
Vidalia,GA,Georgia,Toombs,32.2125,-82.4019,30474 30436,1840014280
Rocky Ford,GA,Georgia,Screven,32.6637,-81.8297,30455,1840014218
Danville,GA,Georgia,Twiggs,32.6060,-83.2460,31017,1840016522
Woolsey,GA,Georgia,Fayette,33.3626,-84.4112,30215,1840016242
Auburn,GA,Georgia,Barrow,34.0157,-83.8319,30011,1840016352
Cuthbert,GA,Georgia,Randolph,31.7713,-84.7940,39840,1840013758
Fairburn,GA,Georgia,Fulton,33.5496,-84.5914,30268 30213,1840013783
Garfield,GA,Georgia,Emanuel,32.6495,-82.0963,30425,1840015270
McCaysville,GA,Georgia,Fannin,34.9811,-84.3708,30555,1840014771
Scotland,GA,Georgia,Telfair,32.0472,-82.8180,31083,1840016725
Rockmart,GA,Georgia,Polk,34.0103,-85.0441,30153,1840016717
Patterson,GA,Georgia,Pierce,31.3855,-82.1373,31557,1840015769
Jakin,GA,Georgia,Early,31.0901,-84.9822,39861,1840013849
Franklin Springs,GA,Georgia,Franklin,34.2840,-83.1459,30662,1840015254
Chester,GA,Georgia,Dodge,32.3946,-83.1551,31012,1840015036
Norman Park,GA,Georgia,Colquitt,31.2692,-83.6843,31771,1840015695
Brookhaven,GA,Georgia,DeKalb,33.8744,-84.3314,30329 30319 31119,1840014966
McIntyre,GA,Georgia,Wilkinson,32.8466,-83.2011,31054,1840013908
East Dublin,GA,Georgia,Laurens,32.5468,-82.8674,31027,1840015164
Marshallville,GA,Georgia,Macon,32.4564,-83.9407,31057,1840016677
Winterville,GA,Georgia,Clarke,33.9666,-83.2815,30683,1840016771
Experiment,GA,Georgia,Spalding,33.2789,-84.2760,30223,1840110803
Lake Park,GA,Georgia,Lowndes,30.6852,-83.1874,31636,1840015481
Stapleton,GA,Georgia,Jefferson,33.2171,-82.4672,30823,1840016733
Ochlocknee,GA,Georgia,Thomas,30.9752,-84.0517,31773,1840016692
Byron,GA,Georgia,Peach,32.6475,-83.7540,31008,1840016433
Vernonburg,GA,Georgia,Chatham,31.9638,-81.1257,31419,1840016159
Leslie,GA,Georgia,Sumter,31.9545,-84.0864,31764,1840013872
Bethlehem,GA,Georgia,Barrow,33.9372,-83.7097,30620 30680,1840014914
Baldwin,GA,Georgia,Habersham,34.4864,-83.5494,30531 30510 30511,1840016360
Darien,GA,Georgia,McIntosh,31.3568,-81.4315,31305 31331 31319,1840015108
Dacula,GA,Georgia,Gwinnett,33.9815,-83.8951,30019,1840016265
Bluffton,GA,Georgia,Clay,31.5198,-84.8691,39824,1840013698
Nashville,GA,Georgia,Berrien,31.2051,-83.2487,31639,1840015660
Ephesus,GA,Georgia,Heard,33.4069,-85.2568,30170 30108,1840016565
Chatsworth,GA,Georgia,Murray,34.7808,-84.7835,30705,1840014748
Zebulon,GA,Georgia,Pike,33.0944,-84.3424,30295,1840016261
Canoochee,GA,Georgia,Emanuel,32.6786,-82.1786,30471,1840117116
Sardis,GA,Georgia,Burke,32.9756,-81.7621,30456,1840014236
Forsyth,GA,Georgia,Monroe,33.0347,-83.9380,31029,1840015245
Statesboro,GA,Georgia,Bulloch,32.4376,-81.7750,30460 30461 30458 30459,1840014255
Newborn,GA,Georgia,Newton,33.5163,-83.6959,30056,1840014021
Milton,GA,Georgia,Fulton,34.1353,-84.3138,30004 30009,1840108507
Girard,GA,Georgia,Burke,33.0400,-81.7122,30426,1840016604
Lakeview Estates,GA,Georgia,Rockdale,33.7046,-84.0367,30012,1840111376
Higgston,GA,Georgia,Montgomery,32.2164,-82.4670,30474 30410,1840015367
The Rock,GA,Georgia,Upson,32.9636,-84.2378,30285,1840114879
Alto,GA,Georgia,Banks,34.4649,-83.5727,30510,1840016334
Gay,GA,Georgia,Meriwether,33.0936,-84.5755,30218,1840016600
Epworth,GA,Georgia,Fannin,34.9510,-84.3808,30541 30513,1840117123
Raoul,GA,Georgia,Habersham,34.4548,-83.5995,30510,1840111600
Lindale,GA,Georgia,Floyd,34.1884,-85.1808,30147 30161,1840111395
North Druid Hills,GA,Georgia,DeKalb,33.8186,-84.3254,30329 30324 30033 30359,1840111500
Mitchell,GA,Georgia,Glascock,33.2199,-82.7031,30820,1840013947
Deepstep,GA,Georgia,Washington,33.0177,-82.9679,31082,1840015117
Keysville,GA,Georgia,Burke,33.2375,-82.2289,30815 30816,1840013858
Monroe,GA,Georgia,Walton,33.7990,-83.7160,30656 30655,1840016682
Albany,GA,Georgia,Dougherty,31.5776,-84.1762,31721 31701 31707 31705 31702 31703 31706 31708,1840013642
Hiltonia,GA,Georgia,Screven,32.8833,-81.6613,30467,1840016656
Cumming,GA,Georgia,Forsyth,34.2064,-84.1337,30040 30041,1840015095
Monticello,GA,Georgia,Jasper,33.3075,-83.6863,31064,1840014776
Chickamauga,GA,Georgia,Walker,34.8744,-85.2890,30707,1840016464
Quitman,GA,Georgia,Brooks,30.7849,-83.5603,31643,1840014166
Clermont,GA,Georgia,Hall,34.4783,-83.7721,30527,1840015055
Milner,GA,Georgia,Lamar,33.1177,-84.1930,30257,1840015614
Morrow,GA,Georgia,Clayton,33.5816,-84.3392,30260,1840015632
Buchanan,GA,Georgia,Haralson,33.8029,-85.1804,30113,1840016424
Sparta,GA,Georgia,Hancock,33.2767,-82.9704,31087,1840014250
Homeland,GA,Georgia,Charlton,30.8598,-82.0215,31537,1840013839
Swainsboro,GA,Georgia,Emanuel,32.5866,-82.3345,30401,1840016745
Jonesboro,GA,Georgia,Clayton,33.5212,-84.3541,30236 30237,1840015449
Alapaha,GA,Georgia,Berrien,31.3832,-83.2237,31622,1840014823
Nicholls,GA,Georgia,Coffee,31.5191,-82.6386,31554,1840016689
Jacksonville,GA,Georgia,Telfair,31.8126,-82.9790,31544,1840013848
Ambrose,GA,Georgia,Coffee,31.5944,-83.0138,31512,1840013656
Dewy Rose,GA,Georgia,Elbert,34.1681,-82.9395,30634,1840117120
Duluth,GA,Georgia,Gwinnett,34.0053,-84.1491,30097 30096 30098,1840015150
Lavonia,GA,Georgia,Franklin,34.4345,-83.1082,30553,1840013867
Fort Gaines,GA,Georgia,Clay,31.6238,-85.0528,39851,1840016588
Matthews,GA,Georgia,Jefferson,33.2176,-82.3079,30818,1840117125
Temple,GA,Georgia,Carroll,33.7342,-85.0289,30179,1840016088
Camilla,GA,Georgia,Mitchell,31.2337,-84.2089,31730,1840014996
Athens,GA,Georgia,Clarke,33.9508,-83.3689,30622 30601 30602 30605 30606 30607 30609 30683 30603 30608 30612,1840111672
Sylvania,GA,Georgia,Screven,32.7465,-81.6410,30467,1840014262
Carlton,GA,Georgia,Madison,34.0427,-83.0386,30627,1840016443
Fort Stewart,GA,Georgia,Liberty,31.8818,-81.6105,31315 31314,1840110838
Deenwood,GA,Georgia,Ware,31.2476,-82.3677,31501 31503,1840110750
Arcade,GA,Georgia,Jackson,34.0693,-83.5400,30549,1840014849
Covington,GA,Georgia,Newton,33.6049,-83.8465,30014 30015,1840016497
Chauncey,GA,Georgia,Dodge,32.1059,-83.0645,31011,1840013733
Taylorsville,GA,Georgia,Bartow,34.0860,-84.9876,30178,1840014265
Conley,GA,Georgia,Clayton,33.6398,-84.3376,30288 30297 30294,1840111097
Du Pont,GA,Georgia,Clinch,30.9891,-82.8691,31634 31630,1840016546
East Griffin,GA,Georgia,Spalding,33.2439,-84.2318,30223,1840110773
Graham,GA,Georgia,Appling,31.8292,-82.5030,31513 31539,1840015300
Empire,GA,Georgia,Dodge,32.3395,-83.2951,31014,1840117122
Fair Oaks,GA,Georgia,Cobb,33.9193,-84.5444,30060 30008 30080 30061,1840110804
Hephzibah,GA,Georgia,Richmond,33.2906,-82.0994,30815,1840016646
Gainesville,GA,Georgia,Hall,34.2902,-83.8303,30501 30507 30504,1840016598
Dasher,GA,Georgia,Lowndes,30.7462,-83.2253,31636 31601 31606,1840013761
Ludowici,GA,Georgia,Long,31.7096,-81.7457,31316,1840016675
LaFayette,GA,Georgia,Walker,34.7089,-85.2814,30728,1840013863
Fayetteville,GA,Georgia,Fayette,33.4500,-84.4709,30214 30215,1840013790
Hampton,GA,Georgia,Henry,33.3835,-84.2854,30228,1840013822
Locust Grove,GA,Georgia,Henry,33.3436,-84.1066,30248,1840015519
Waycross,GA,Georgia,Ware,31.2108,-82.3579,31501 31503 31502,1840016765
Riddleville,GA,Georgia,Washington,32.9069,-82.6661,31035,1840015892
Pendergrass,GA,Georgia,Jackson,34.1647,-83.6827,30567,1840014100
Watkinsville,GA,Georgia,Oconee,33.8613,-83.4073,30677,1840016188
Lilly,GA,Georgia,Dooly,32.1465,-83.8775,31051 31092,1840015510
Attapulgus,GA,Georgia,Decatur,30.7495,-84.4839,39815,1840016351
Avalon,GA,Georgia,Stephens,34.5027,-83.1967,30577 30557,1840014744
Reidsville,GA,Georgia,Tattnall,32.0871,-82.1244,30453 30499,1840014173
Edison,GA,Georgia,Calhoun,31.5608,-84.7374,39846,1840016557
Brooklet,GA,Georgia,Bulloch,32.3898,-81.6668,30415,1840013713
Plainville,GA,Georgia,Gordon,34.4053,-85.0312,30733,1840015814
Stockbridge,GA,Georgia,Henry,33.5253,-84.2294,30253 30281,1840016281
Collins,GA,Georgia,Tattnall,32.1794,-82.1103,30421,1840013743
Toccoa,GA,Georgia,Stephens,34.5807,-83.3256,30577 30598,1840016112
Funston,GA,Georgia,Colquitt,31.1989,-83.8771,31768,1840013807
Brinson,GA,Georgia,Decatur,30.9784,-84.7379,39825,1840016413
Lovejoy,GA,Georgia,Clayton,33.4426,-84.3176,30228 30250,1840013881
Siloam,GA,Georgia,Greene,33.5366,-83.0812,30665 30642,1840016728
Loganville,GA,Georgia,Walton,33.8353,-83.8957,30052,1840016673
Braselton,GA,Georgia,Jackson,34.1087,-83.8124,30548 30517,1840014955
White Plains,GA,Georgia,Greene,33.4807,-83.0372,30678,1840016770
De Soto,GA,Georgia,Sumter,31.9548,-84.0636,31743,1840111643
Maysville,GA,Georgia,Banks,34.2556,-83.5528,30558,1840015575
Lake City,GA,Georgia,Clayton,33.6064,-84.3411,30260,1840015480
Screven,GA,Georgia,Wayne,31.4840,-82.0171,31560,1840015969
Butler,GA,Georgia,Taylor,32.5570,-84.2377,31006,1840013717
Appling,GA,Georgia,Columbia,33.5588,-82.3183,30802,1840118743
Riceboro,GA,Georgia,Liberty,31.7264,-81.4438,31323,1840016714
Smyrna,GA,Georgia,Cobb,33.8633,-84.5168,30126 30082 30080 30081,1840016731
Blythe,GA,Georgia,Richmond,33.3011,-82.2025,30805,1840016394
Parrott,GA,Georgia,Terrell,31.8943,-84.5117,39877,1840014073
Vienna,GA,Georgia,Dooly,32.0925,-83.7864,31092,1840014282
Emerson,GA,Georgia,Bartow,34.1303,-84.7483,30137 30121 30120,1840015189
Wrightsville,GA,Georgia,Johnson,32.7265,-82.7197,31096,1840014299
Sugar Hill,GA,Georgia,Gwinnett,34.1081,-84.0560,30518,1840016056
Reynolds,GA,Georgia,Taylor,32.5609,-84.0943,31076,1840014176
Cartersville,GA,Georgia,Bartow,34.1632,-84.8007,30121 30120,1840016448
Braswell,GA,Georgia,Paulding,33.9836,-84.9591,30132 30153,1840014956
Mount Vernon,GA,Georgia,Montgomery,32.1836,-82.5953,30445,1840013960
Wrens,GA,Georgia,Jefferson,33.2070,-82.3878,30833,1840016248
Rutledge,GA,Georgia,Morgan,33.6263,-83.6112,30663,1840014225
Hartwell,GA,Georgia,Hart,34.3497,-82.9290,30643,1840015339
Grayson,GA,Georgia,Gwinnett,33.8900,-83.9574,30017,1840013819
Lilburn,GA,Georgia,Gwinnett,33.8887,-84.1379,30047 30048,1840015509
Union City,GA,Georgia,Fulton,33.5942,-84.5628,30349 30291 30213 31192,1840016145
Tyrone,GA,Georgia,Fayette,33.4752,-84.5941,30290,1840014273
Orchard Hill,GA,Georgia,Spalding,33.1851,-84.2123,30224,1840014056
Young Harris,GA,Georgia,Towns,34.9349,-83.8472,30582,1840016777
Jeffersonville,GA,Georgia,Twiggs,32.6863,-83.3433,31044,1840016665
St. Marys,GA,Georgia,Camden,30.7567,-81.5722,31558,1840016722
Pine Mountain,GA,Georgia,Harris,32.8522,-84.8522,31822,1840016702
Calvary,GA,Georgia,Grady,30.7225,-84.3541,39828,1840117115
Evans,GA,Georgia,Columbia,33.5619,-82.1351,30809,1840110802
Jesup,GA,Georgia,Wayne,31.5991,-81.8898,31545 31546,1840013854
Blakely,GA,Georgia,Early,31.3827,-84.9228,39823,1840014931
Hawkinsville,GA,Georgia,Pulaski,32.2964,-83.4814,31036,1840015346
Georgetown,GA,Georgia,Chatham,31.9849,-81.2260,31419,1840110852
Dillard,GA,Georgia,Rabun,34.9749,-83.3820,30537,1840014750
Meansville,GA,Georgia,Pike,33.0509,-84.3083,30256,1840015592
Peachtree City,GA,Georgia,Fayette,33.3943,-84.5711,30269 30270 31169,1840014093
Ashburn,GA,Georgia,Turner,31.7096,-83.6528,31714,1840016348
Oconee,GA,Georgia,Washington,32.8534,-82.9577,31067,1840015728
Roberta,GA,Georgia,Crawford,32.7196,-84.0104,31078,1840014206
Waleska,GA,Georgia,Cherokee,34.3171,-84.5505,30183,1840016168
Waverly Hall,GA,Georgia,Harris,32.6837,-84.7378,31831,1840016190
Seville,GA,Georgia,Wilcox,31.9607,-83.6012,31084 31072,1840117132
Lithonia,GA,Georgia,DeKalb,33.7129,-84.1061,30058,1840014312
Metter,GA,Georgia,Candler,32.3958,-82.0621,30439,1840013937
Lyerly,GA,Georgia,Chattooga,34.4035,-85.4041,30730,1840015538
Warner Robins,GA,Georgia,Houston,32.5975,-83.6526,31088 31005 31093 31099,1840016181
Dallas,GA,Georgia,Paulding,33.9153,-84.8416,30132 30157,1840013760
Cleveland,GA,Georgia,White,34.5971,-83.7622,30528,1840016473
Montgomery,GA,Georgia,Chatham,31.9438,-81.1081,31406,1840111459
Pulaski,GA,Georgia,Candler,32.3904,-81.9566,30439 30451,1840014165
Bonanza,GA,Georgia,Clayton,33.4589,-84.3379,30228 30238,1840111022
Talmo,GA,Georgia,Jackson,34.1832,-83.7210,30567 30575,1840014264
Pembroke,GA,Georgia,Bryan,32.1455,-81.6185,31321,1840015777
Social Circle,GA,Georgia,Walton,33.6505,-83.7116,30025,1840016019
Dearing,GA,Georgia,McDuffie,33.4149,-82.3852,30808,1840016526
Norcross,GA,Georgia,Gwinnett,33.9379,-84.2065,30071,1840014022
Glennville,GA,Georgia,Tattnall,31.9382,-81.9305,30427,1840015284
Kite,GA,Georgia,Johnson,32.6922,-82.5136,31049,1840013862
Cave Spring,GA,Georgia,Floyd,34.1081,-85.3389,30124,1840016450
Summertown,GA,Georgia,Emanuel,32.7458,-82.2763,30441,1840014260
Sparks,GA,Georgia,Cook,31.1693,-83.4406,31647,1840016025
Bronwood,GA,Georgia,Terrell,31.8306,-84.3643,39842 39826,1840016416
Acworth,GA,Georgia,Cobb,34.0565,-84.6709,30144 30101,1840016327
Rossville,GA,Georgia,Walker,34.9747,-85.2898,30741,1840015929
Pavo,GA,Georgia,Brooks,30.9597,-83.7380,31778,1840016700
Statham,GA,Georgia,Barrow,33.9646,-83.6024,30666,1840014256
Gray,GA,Georgia,Jones,33.0020,-83.5374,31032,1840014756
Kingsland,GA,Georgia,Camden,30.8193,-81.7219,31548,1840013860
Gibson,GA,Georgia,Glascock,33.2334,-82.5960,30810,1840015276
Sale City,GA,Georgia,Mitchell,31.2625,-84.0214,31784,1840014228
Bainbridge,GA,Georgia,Decatur,30.9046,-84.5722,39819 39817 39818,1840016358
Unionville,GA,Georgia,Tift,31.4363,-83.5084,31794,1840111236
Poulan,GA,Georgia,Worth,31.5145,-83.7898,31781,1840014144
Calhoun,GA,Georgia,Gordon,34.4917,-84.9391,30701 30703,1840016436
Mountain Park,GA,Georgia,Fulton,34.0830,-84.4133,30075,1840015645
Byromville,GA,Georgia,Dooly,32.2017,-83.9072,31007,1840016432
Cedar Springs,GA,Georgia,Early,31.1874,-85.0324,39861 39823,1840117117
Ty Ty,GA,Georgia,Tift,31.4720,-83.6509,31795,1840016133
Jersey,GA,Georgia,Walton,33.7177,-83.8001,30014 30018,1840016666
Ellaville,GA,Georgia,Schley,32.2380,-84.3089,31806,1840016563
Aldora,GA,Georgia,Lamar,33.0509,-84.1759,30204,1840014827
Rochelle,GA,Georgia,Wilcox,31.9488,-83.4568,31079,1840014207
Rincon,GA,Georgia,Effingham,32.2945,-81.2354,31326,1840015894
Atlanta,GA,Georgia,Fulton,33.7627,-84.4225,30334 30331 30332 30309 30308 30305 30307 30303 30354 30327 30322 30326 30324 30319 30342 30306 30318 30316 30317 30314 30315 30312 30313 30310 30311 30363 30301 30302 30304 30321 30325 30333 30343 30348 30353 30355 30357 30361 30368 30369 30370 30371 30375 30377 30392 30394 30398 31106 31107 31126 31136 31139 31141 31193 31195 31196,1840016319
Homer,GA,Georgia,Banks,34.3350,-83.4987,30547,1840015394
Shellman,GA,Georgia,Randolph,31.7571,-84.6159,39886,1840016727
Augusta,GA,Georgia,Richmond,33.3645,-82.0708,30912 30815 30812 30907 30906 30904 30901 30905 30909 30805 30914 30916 30917 30919 30999,1840111652
Garden City,GA,Georgia,Chatham,32.0867,-81.1773,31408 31405 31415,1840015268
Surrency,GA,Georgia,Appling,31.7216,-82.1987,31563,1840016066
Russell,GA,Georgia,Barrow,33.9797,-83.6922,30680,1840111635
Talbotton,GA,Georgia,Talbot,32.6773,-84.5406,31827,1840016074
Oak Park,GA,Georgia,Emanuel,32.3822,-82.3153,30471 30436,1840015713
Allentown,GA,Georgia,Twiggs,32.5855,-83.2273,31065 31003 31017,1840013650
